mic1,mic2,mic3,mic4
-10,88,-66,80
-12,84,-64,78
-12,108,-90,98
-2,112,-56,100
-6,102,-78,110
10,90,-60,116
0,88,-58,86
-18,92,-84,82
-46,82,-68,100
4,92,-98,88
-4,90,-70,76
-2,78,-72,108
4,90,-80,56
-6,88,-84,88
-10,96,-72,64
4,62,-60,62
-10,88,-66,88
8,84,-76,96
-24,76,-78,56
-16,118,-82,90
-12,58,-80,82
-12,114,-66,64
-16,92,-78,112
-12,90,-44,84
-10,86,-78,88
-6,88,-64,66
12,102,-54,98
-14,78,-62,80
-8,102,-60,70
-2,84,-82,72
-32,92,-82,86
8,72,-50,50
-16,84,-70,94
-8,82,-54,94
-20,104,-82,52
-14,92,-86,90
-4,72,-64,92
8,86,-68,88
0,82,-72,84
-18,90,-52,90
-44,70,-66,88
24,80,-102,106
-24,94,-66,74
-18,90,-68,68
-32,96,-102,64
6,94,-74,84
-16,102,-92,82
0,110,-58,70
-10,90,-68,72
-8,116,-80,80
-26,102,-80,92
-12,80,-64,78
-18,90,-66,122
0,80,-52,74
-26,82,-70,58
-12,82,-64,96
4,100,-62,94
-14,84,-52,68
0,84,-72,94
-6,108,-64,92
10,100,-64,82
-10,96,-66,96
-8,78,-54,78
20,88,-58,96
18,98,-52,106
-4,98,-30,88
-2,98,-70,92
-8,80,-62,84
-14,100,-46,100
-14,98,-60,98
8,86,-78,66
2,88,-62,80
0,74,-68,100
0,118,-56,62
-14,98,-68,94
8,88,-66,66
0,86,-68,96
-10,96,-58,90
-6,114,-48,94
0,90,-60,118
-26,96,-54,112
-14,108,-78,94
-16,82,-60,102
-8,120,-64,70
-2,112,-82,104
-14,110,-62,90
-16,76,-72,84
-2,112,-58,100
12,104,-70,100
-26,106,-76,88
-2,90,-72,54
-32,74,-42,70
12,98,-38,86
-10,118,-58,76
-10,90,-58,98
-2,88,-74,114
10,104,-62,86
-14,98,-72,112
6,104,-72,100
16,86,-62,122
-30,96,-64,102
-6,90,-62,80
0,110,-60,88
-12,104,-68,114
16,120,-60,100
0,94,-72,68
0,94,-64,100
4,112,-34,78
10,88,-42,76
-2,96,-56,84
-18,88,-58,96
6,90,-66,96
14,102,-76,92
-6,92,-62,90
-16,100,-74,78
-8,94,-72,76
18,102,-60,76
12,94,-78,80
-6,106,-40,118
4,84,-54,68
-20,98,-74,90
-34,94,-60,74
-22,98,-56,90
6,86,-78,104
-10,112,-62,94
20,92,-52,94
4,110,-80,82
0,104,-50,90
8,120,-46,76
10,108,-58,104
14,120,-42,72
12,98,-62,108
-4,104,-48,82
-4,114,-66,112
0,118,-62,90
0,134,-66,88
6,102,-64,94
-16,100,-68,82
6,104,-74,96
-6,86,-74,72
-10,72,-56,90
10,94,-62,64
2,102,-60,70
-6,96,-68,72
-2,84,-62,96
6,98,-52,76
-22,100,-78,48
-24,92,-34,58
-4,90,-68,72
8,112,-54,58
-18,98,-64,68
-12,106,-62,90
-16,70,-64,84
0,90,-40,80
20,86,-46,76
8,90,-72,92
-14,80,-68,66
14,98,-60,54
22,90,-64,52
-24,110,-62,56
0,86,-64,60
-8,98,-52,76
-4,76,-60,70
-16,82,-80,92
-2,100,-42,56
12,96,-50,60
-24,100,-52,98
-2,84,-90,74
-38,110,-70,68
-6,98,-66,52
-6,106,-58,90
-2,112,-68,78
-18,88,-76,74
-4,86,-56,66
4,86,-78,62
-10,106,-62,46
4,104,-70,50
-4,98,-76,52
2,84,-40,58
-4,96,-66,74
-10,92,-74,78
-20,94,-62,62
-10,96,-66,72
4,108,-80,72
-24,92,-86,70
16,76,-56,64
-18,78,-78,100
26,122,-60,56
8,102,-56,52
-4,102,-48,64
-8,102,-34,50
8,86,-52,74
-12,94,-38,60
8,100,-58,62
-10,82,-46,78
0,102,-56,68
-2,100,-46,86
-16,110,-46,64
-4,108,-58,70
-16,72,-50,62
-14,106,-38,54
-2,100,-66,58
2,102,-82,78
8,106,-52,74
-10,98,-86,64
-14,94,-66,48
10,88,-54,66
8,84,-56,56
-10,86,-64,60
-16,112,-50,56
-14,90,-56,56
8,88,-62,70
-4,114,-66,68
0,78,-74,70
-16,94,-84,80
-26,84,-56,80
6,94,-54,70
6,98,-68,48
6,90,-66,60
16,110,-70,68
-2,108,-74,44
2,88,-78,60
0,116,-68,76
-6,96,-68,42
-14,84,-50,96
-16,110,-42,74
6,88,-70,76
0,128,-60,100
-10,98,-36,80
6,88,-54,90
4,92,-44,76
8,108,-54,72
-18,88,-68,62
-10,98,-22,80
-22,118,-42,42
2,110,-46,42
8,112,-62,62
20,110,-58,98
14,90,-60,50
-4,98,-58,50
-8,104,-68,64
6,94,-70,72
8,94,-50,64
-8,116,-48,50
-2,94,-74,60
-12,104,-46,48
8,96,-56,76
-4,96,-66,54
-2,74,-70,34
-24,84,-60,74
2,96,-60,84
-6,100,-44,62
-2,82,-60,70
-24,96,-58,58
-4,84,-66,74
14,74,-62,70
30,76,-72,50
-18,90,-64,70
14,86,-70,50
-8,106,-80,68
-20,114,-48,70
-4,102,-72,64
-2,102,-58,68
-4,102,-82,36
2,86,-62,74
0,100,-46,60
-10,84,-38,72
0,84,-52,52
18,90,-44,44
-22,104,-66,66
-6,102,-32,66
4,90,-66,86
6,94,-70,76
-8,104,-34,54
-6,102,-40,68
-14,108,-76,34
-6,108,-58,36
20,102,-42,68
-4,100,-62,54
0,114,-46,60
6,98,-38,46
-6,92,-76,76
-14,96,-60,60
-12,100,-50,42
-22,106,-68,82
18,104,-80,42
-8,104,-74,56
-18,112,-44,72
12,94,-64,64
10,118,-64,54
-6,70,-60,52
12,100,-56,46
-10,80,-60,44
-2,110,-74,72
2,108,-54,48
-2,98,-42,74
16,108,-70,74
30,94,-70,66
12,92,-64,80
10,98,-60,84
6,90,-70,84
8,82,-62,80
-10,98,-56,70
8,86,-60,62
8,76,-76,42
2,78,-64,72
14,84,-32,68
6,78,-46,84
-2,96,-58,62
-10,118,-56,52
-8,100,-62,46
14,90,-60,50
-2,114,-46,66
4,90,-44,66
4,118,-90,74
-8,94,-44,64
28,76,-86,56
-14,76,-46,64
-6,92,-60,66
10,112,-68,56
-14,108,-74,62
28,86,-54,70
4,90,-88,72
-14,110,-60,54
-14,90,-88,54
-12,80,-70,32
6,100,-50,46
2,86,-50,42
-2,96,-60,54
-10,98,-46,44
2,96,-34,64
-18,98,-52,60
10,112,-62,48
16,106,-52,78
10,102,-66,78
12,86,-66,42
-4,98,-64,60
6,88,-48,22
12,108,-52,58
10,98,-64,56
-2,102,-72,56
22,92,-78,42
10,90,-56,62
-8,112,-66,62
20,90,-56,58
6,96,-64,72
20,102,-58,68
2,106,-70,76
20,96,-44,66
0,98,-60,60
-2,94,-62,48
-16,98,-58,48
-12,102,-64,30
-16,86,-60,64
16,96,-64,58
14,104,-54,40
-14,94,-66,62
6,108,-50,40
22,108,-64,72
-10,86,-60,44
-6,100,-58,52
-24,114,-56,82
4,90,-72,50
8,120,-56,52
-18,98,-52,72
16,96,-64,54
18,96,-78,52
22,102,-66,48
-12,98,-62,54
0,80,-52,66
30,100,-56,44
2,94,-50,66
4,88,-78,52
18,92,-42,52
-2,98,-42,52
14,106,-42,52
-16,94,-46,62
-6,90,-42,52
-4,92,-54,68
12,100,-70,48
0,94,-64,52
-2,80,-72,72
-4,120,-58,42
-6,116,-40,70
18,124,-62,70
42,112,-54,40
18,90,-52,58
8,120,-56,50
10,102,-34,66
8,110,-46,68
10,108,-48,72
-2,102,-56,70
14,102,-46,56
-12,118,-40,64
10,136,-62,70
8,96,-64,62
-10,118,-72,72
20,114,-64,54
-8,102,-50,54
-6,118,-58,70
2,110,-68,70
36,82,-68,74
22,108,-34,76
18,104,-42,52
2,122,-50,80
-12,90,-28,50
6,98,-56,64
10,112,-44,52
-6,112,-32,84
2,82,-56,54
-6,102,-44,42
16,92,-56,48
16,100,-80,80
18,96,-38,64
18,116,-36,78
4,106,-46,86
2,100,-68,74
-10,98,-40,56
12,108,-40,78
18,118,-72,48
12,106,-34,74
28,98,-64,60
2,114,-52,58
18,92,-46,44
2,100,-46,60
12,90,-42,50
22,106,-26,68
12,90,-46,28
24,112,-54,48
24,90,-50,72
18,136,-52,66
26,110,-38,60
8,116,-50,82
0,116,-38,58
12,96,-54,42
-12,104,-48,62
12,92,-56,50
2,90,-48,58
0,104,-62,74
32,118,-52,62
-4,128,-32,52
16,104,-48,56
38,102,-46,38
22,124,-42,72
14,114,-34,68
18,86,-58,42
2,114,-50,74
30,112,-42,50
-4,98,-52,62
10,110,-54,68
32,118,-48,52
2,116,-52,38
-4,82,-30,68
30,114,-50,72
-4,98,-46,68
28,116,-42,56
26,128,-46,32
12,116,-50,38
28,120,-74,64
2,116,-28,46
14,114,-60,56
-6,118,-36,38
0,106,-48,84
2,108,-28,68
-2,106,-46,70
-2,104,-40,44
38,92,-54,44
-6,92,-60,38
4,110,-42,46
28,122,-52,66
12,118,-72,34
12,102,-50,54
14,120,-46,60
10,130,-56,58
10,110,-74,62
-12,106,-70,70
-16,104,-44,62
-4,118,-40,78
36,104,-86,54
14,84,-78,52
18,110,-66,52
12,106,-56,48
28,116,-56,62
26,110,-52,46
10,102,-60,50
18,136,-36,70
22,120,-60,60
0,96,-38,46
0,126,-36,40
0,88,-58,38
18,74,-40,22
-2,112,-44,36
14,102,-38,22
30,94,-62,68
32,98,-58,28
-6,90,-44,44
12,88,-70,44
16,88,-48,60
16,114,-44,48
-4,88,-70,64
14,86,-48,52
-6,104,-60,36
16,118,-40,44
-8,82,-28,48
32,102,-48,48
6,110,-64,50
8,86,-70,44
-26,78,-60,48
14,96,-50,42
22,88,-66,52
-12,110,-54,24
14,80,-64,52
4,98,-48,70
4,94,-46,68
-2,106,-74,60
-14,104,-68,38
28,128,-46,64
10,98,-70,38
-4,110,-72,54
6,92,-48,56
8,88,-56,36
-2,98,-60,50
12,78,-76,56
6,90,-78,58
22,98,-60,58
2,86,-52,42
4,114,-44,66
8,100,-62,54
28,96,-60,28
-10,96,-60,46
-12,94,-68,46
-12,100,-60,46
-14,78,-56,14
26,82,-70,52
-2,106,-66,32
4,94,-30,38
20,88,-70,52
12,90,-58,56
-16,76,-60,44
-10,88,-22,58
24,108,-56,40
-4,96,-60,42
4,92,-36,48
-12,82,-68,38
10,118,-40,26
-20,96,-54,42
-20,86,-68,40
4,118,-70,40
10,98,-80,38
-18,90,-54,26
18,92,-64,44
-18,78,-68,56
2,64,-54,36
10,70,-54,40
-16,102,-68,50
0,70,-86,32
16,98,-76,36
2,102,-78,60
2,110,-54,46
26,100,-62,52
2,98,-70,40
30,104,-42,54
6,100,-52,42
14,104,-32,38
-4,84,-48,46
-4,100,-46,40
2,82,-60,34
-10,86,-64,56
10,70,-50,46
8,94,-62,52
-4,78,-52,54
-6,84,-80,46
24,104,-72,48
8,90,-72,66
30,98,-70,32
-16,96,-44,60
4,96,-50,60
2,98,-50,64
4,92,-42,50
-14,108,-52,30
22,92,-36,62
-8,106,-72,50
-22,78,-50,78
2,78,-42,32
18,86,-54,32
24,92,-74,68
-6,122,-54,36
24,102,-70,56
8,88,-56,70
6,98,-40,62
18,106,-44,42
14,124,-42,58
18,84,-38,64
22,82,-80,42
30,108,-68,32
16,94,-62,48
2,112,-44,34
6,94,-52,44
10,88,-72,48
22,94,-64,34
8,98,-46,68
18,98,-36,44
-4,118,-44,62
6,112,-64,32
0,84,-50,28
10,104,-56,62
8,100,-44,52
18,102,-68,20
22,90,-76,52
8,94,-66,66
28,96,-48,50
-8,110,-40,40
28,84,-68,36
8,70,-52,34
16,126,-58,46
-6,96,-56,50
-2,114,-66,62
6,106,-76,40
2,106,-46,68
24,108,-60,70
-10,104,-60,50
28,102,-38,56
16,110,-64,50
2,100,-58,64
22,126,-62,76
26,110,-56,48
16,68,-34,48
26,124,-36,48
10,118,-48,76
-2,72,-56,40
6,106,-64,48
16,118,-62,56
10,122,-46,54
12,104,-52,80
0,88,-60,58
18,94,-44,38
8,96,-80,56
-14,76,-38,70
26,94,-52,62
-6,80,-56,72
0,86,-50,72
18,92,-58,38
20,90,-58,32
12,94,-52,60
24,96,-42,56
14,96,-58,54
2,84,-56,50
32,110,-52,68
2,76,-60,72
2,104,-66,56
18,100,-64,60
24,126,-40,50
4,100,-42,56
-8,96,-76,52
12,112,-56,52
6,100,-68,40
16,92,-56,40
10,74,-44,54
12,100,-52,34
16,112,-38,66
4,98,-48,58
-6,86,-58,62
0,100,-40,44
6,90,-72,56
8,90,-52,44
-2,106,-62,72
8,92,-88,36
18,102,-68,42
14,110,-70,54
-8,74,-70,54
2,84,-54,34
14,72,-44,34
8,92,-50,40
18,84,-40,44
10,98,-42,54
-8,102,-50,48
14,92,-52,4
14,108,-42,66
4,104,-64,44
10,80,-64,44
6,76,-48,64
14,92,-68,40
12,90,-64,66
26,80,-74,68
2,100,-78,52
-14,94,-50,38
-8,86,-54,68
0,120,-70,42
-10,96,-52,50
22,94,-66,32
-2,118,-62,60
6,90,-52,34
-30,86,-62,60
6,106,-50,40
10,86,-52,24
-2,100,-52,38
-10,74,-56,34
32,74,-42,46
4,96,-58,54
-2,104,-64,56
-10,108,-70,46
6,90,-56,46
4,96,-66,34
8,72,-76,36
12,110,-62,40
0,76,-78,44
20,104,-78,38
12,108,-48,42
6,110,-46,60
18,94,-70,40
0,86,-52,48
-14,88,-56,42
12,96,-40,64
10,106,-76,46
2,100,-60,78
12,94,-48,52
10,90,-54,28
-6,114,-54,42
0,88,-60,56
-12,96,-32,32
10,90,-56,16
-4,104,-58,16
10,86,-40,40
28,120,-44,36
8,92,-42,62
22,84,-58,56
6,100,-60,36
24,114,-58,62
10,100,-60,66
-8,106,-72,32
10,82,-84,52
2,114,-72,52
6,98,-54,50
6,104,-68,46
16,98,-54,54
-22,92,-64,26
20,100,-48,34
-16,96,-50,20
12,82,-56,46
-14,84,-88,28
28,102,-48,42
14,102,-68,44
6,98,-54,40
-6,92,-62,50
2,100,-56,50
-2,92,-46,56
26,124,-64,20
-4,98,-58,38
20,76,-50,46
-10,88,-40,52
0,86,-52,56
-2,98,-60,30
4,120,-18,18
20,98,-50,54
16,90,-38,22
12,110,-62,56
10,88,-36,54
24,114,-54,50
10,72,-64,58
4,106,-52,40
14,92,-66,36
0,92,-60,18
6,106,-52,50
0,80,-66,46
-6,86,-70,44
-8,104,-58,48
22,90,-44,58
-12,94,-64,24
12,98,-36,50
-6,94,-50,50
18,104,-40,46
-4,96,-78,34
-4,82,-72,32
-2,88,-50,24
32,98,-58,4
6,72,-40,24
-2,102,-52,46
0,84,-60,48
6,100,-42,40
0,102,-60,46
6,98,-44,44
0,96,-56,38
-10,76,-62,40
14,104,-54,32
12,114,-46,42
4,106,-80,30
-6,96,-72,58
12,86,-72,26
0,84,-40,18
8,114,-48,32
4,98,-60,42
10,84,-48,42
4,102,-22,20
22,94,-34,20
10,94,-48,22
-4,110,-44,66
-16,82,-48,46
2,110,-78,32
-12,106,-60,38
-12,64,-60,28
18,88,-66,20
6,98,-78,20
-4,80,-74,14
-2,90,-70,34
8,116,-44,40
-18,88,-64,42
-8,126,-70,40
4,86,-26,30
6,94,-76,44
-6,86,-38,14
6,118,-86,30
2,96,-62,28
-4,84,-60,-18
-6,74,-70,26
20,80,-74,20
20,96,-48,30
6,104,-56,18
0,122,-90,44
0,90,-46,22
8,114,-84,14
4,94,-42,-12
16,94,-70,8
-14,108,-68,12
20,86,-48,24
4,100,-86,30
0,90,-74,20
-10,92,-54,38
-8,100,-26,-18
-4,74,-72,2
8,74,-66,8
6,90,-42,8
2,64,-64,8
-6,88,-66,8
8,98,-80,16
-10,86,-80,22
-12,100,-102,20
-10,94,-58,6
-10,90,-70,4
8,94,-78,16
2,102,-42,6
-2,90,-88,8
-12,80,-60,18
6,96,-74,-2
-10,86,-72,6
12,78,-42,16
4,102,-64,26
6,104,-80,-12
-6,122,-36,18
4,96,-82,-10
6,88,-64,4
4,98,-84,22
-10,80,-56,-8
-6,108,-94,-10
4,84,-90,12
-4,90,-76,10
-2,82,-68,0
8,78,-58,18
-14,74,-46,10
-12,88,-62,14
-6,84,-50,26
4,90,-62,-14
-6,124,-48,-10
-22,94,-66,-12
-16,100,-64,0
-8,90,-40,-18
-16,104,-64,6
4,62,-64,-10
-14,76,-54,-2
-6,80,-52,-6
0,92,-40,-28
10,94,-66,-14
-22,86,-54,26
14,90,-80,-2
-2,106,-70,-6
-8,114,-46,0
-20,94,-58,10
-14,92,-64,-18
4,78,-76,-12
-8,104,-64,10
-24,116,-68,-4
-12,82,-60,-6
-4,86,-76,12
-24,94,-58,-32
-16,104,-64,-16
18,92,-52,-30
2,92,-60,-6
-8,94,-56,-22
-12,84,-80,4
-38,72,-72,26
-22,88,-88,0
-4,92,-66,-6
-20,98,-46,-30
-36,104,-58,4
-18,86,-74,0
12,92,-76,-14
-8,98,-70,-20
-12,62,-80,-10
4,106,-64,-22
-8,72,-46,-8
-20,78,-60,-22
-24,66,-64,-22
-10,100,-70,-10
-14,90,-76,-24
-6,104,-72,4
-20,106,-72,-16
-16,82,-100,-10
-14,96,-80,2
2,82,-62,-10
-12,92,-68,-12
-18,82,-64,4
-28,90,-62,-8
2,94,-74,-6
-20,78,-46,-6
-24,54,-74,8
-4,82,-48,-18
-20,90,-52,-8
-12,86,-74,-10
0,80,-44,-14
20,98,-56,6
-18,104,-42,-12
-6,80,-66,-34
-14,88,-50,-4
0,94,-48,0
0,100,-78,4
-12,100,-46,18
-4,106,-54,-14
-2,98,-66,-4
-18,80,-60,16
12,92,-62,10
8,106,-48,26
-26,114,-88,26
-28,100,-52,-14
2,94,-88,2
2,104,-74,-12
0,86,-66,-16
-12,102,-54,28
4,106,-68,20
-8,92,-38,6
-10,86,-22,10
-22,98,-62,-8
4,86,-60,26
14,78,-60,-30
-10,124,-46,36
-4,92,-62,4
6,104,-66,-8
-6,102,-66,-20
-16,88,-60,16
6,94,-68,20
6,92,-56,8
18,98,-46,6
-2,80,-66,-2
-14,82,-50,2
0,84,-40,-6
-2,66,-58,-14
-4,108,-64,-8
4,102,-56,-4
-20,96,-82,4
-14,94,-56,2
-10,114,-50,-6
8,66,-54,20
-2,90,-70,8
-4,90,-60,6
4,86,-66,-6
14,84,-64,20
6,98,-54,10
16,94,-60,10
8,90,-42,-8
10,88,-48,10
16,100,-48,10
4,92,-42,0
18,90,-70,4
0,90,-72,6
0,72,-58,14
4,88,-62,-2
0,92,-84,18
8,108,-60,-8
2,94,-60,16
0,86,-58,40
4,92,-34,-4
20,116,-70,-6
-12,84,-62,10
-6,108,-72,16
0,96,-50,16
4,84,-68,26
10,78,-62,16
6,96,-46,22
-22,88,-54,-4
8,92,-42,2
4,90,-48,40
12,92,-42,30
0,88,-62,-16
12,102,-50,0
8,94,-68,-6
10,98,-78,-6
6,94,-28,12
-12,114,-76,18
10,96,-66,6
18,62,-50,10
0,86,-62,-2
16,102,-52,14
-14,92,-56,24
30,100,-58,12
8,94,-74,10
22,108,-52,4
8,82,-78,36
2,84,-58,34
14,86,-42,28
0,78,-76,28
12,100,-62,22
-2,90,-70,24
-4,88,-54,4
12,78,-74,28
-2,82,-64,4
22,98,-50,6
-4,86,-56,8
2,90,-50,28
30,98,-34,16
0,64,-46,24
6,106,-66,20
0,96,-66,32
8,108,-50,-4
14,76,-40,22
4,116,-54,28
16,88,-72,16
-4,110,-52,32
6,102,-76,16
26,88,-74,0
22,80,-50,18
22,96,-74,32
12,82,-42,44
24,80,-64,4
10,100,-36,32
4,102,-68,66
2,96,-60,34
14,80,-60,56
12,106,-70,38
52,86,-76,46
12,68,-70,24
0,94,-36,34
32,90,-70,32
18,106,-42,58
26,70,-76,38
22,94,-64,54
22,70,-42,46
2,96,-68,48
34,80,-42,40
14,102,-42,48
28,98,-54,58
18,78,-58,46
26,70,-60,48
16,96,-78,54
12,94,-44,50
4,96,-60,66
30,92,-60,54
28,78,-54,58
34,98,-40,68
26,118,-62,86
44,102,-88,66
10,84,-68,32
36,72,-38,58
42,76,-50,52
22,110,-56,74
32,100,-54,72
22,94,-58,84
44,100,-46,66
10,104,-42,68
22,96,-38,50
40,100,-40,78
28,86,-44,54
36,84,-26,96
30,116,-42,62
34,86,-36,80
18,92,-44,76
44,118,-44,84
20,80,-54,108
44,94,-52,90
44,84,-52,64
26,98,-36,60
14,112,-56,80
24,82,-36,92
42,94,-44,74
44,100,-52,74
46,104,-62,66
28,104,-46,76
12,98,-60,50
28,102,-44,98
38,100,-66,106
48,112,-42,72
26,116,-44,88
40,84,-50,82
14,106,-54,98
18,120,-84,76
32,108,-50,66
24,90,-50,100
40,80,-56,54
26,98,-4,88
26,88,-54,78
36,106,-38,70
6,80,-60,34
18,86,-62,68
22,80,-52,76
10,92,-58,90
16,82,-58,48
30,110,-72,64
24,106,-48,54
6,92,-62,66
28,100,-72,38
-10,86,-56,56
28,98,-50,56
18,68,-62,58
14,90,-54,94
10,68,-74,96
22,86,-46,62
20,86,-62,84
54,94,-26,76
-2,98,-58,52
12,74,-68,56
16,108,-46,76
2,98,-46,64
16,90,-64,76
12,96,-58,88
24,88,-44,46
20,60,-48,42
-2,60,-70,46
18,74,-76,58
6,76,-62,40
8,56,-64,54
6,68,-68,54
22,70,-78,60
16,102,-76,50
18,86,-62,70
20,88,-70,68
4,90,-72,58
10,78,-50,42
-14,106,-66,74
0,84,-58,54
12,82,-80,34
24,78,-76,52
-2,80,-50,54
14,90,-64,70
12,68,-82,48
-6,86,-62,44
-4,82,-82,62
-4,80,-84,52
10,68,-42,48
38,74,-60,50
8,80,-72,30
6,70,-70,52
12,78,-74,18
-2,68,-64,40
10,90,-84,56
4,82,-78,36
-6,66,-66,38
20,50,-56,40
-2,78,-72,44
18,88,-58,52
-6,90,-58,14
-18,88,-56,24
-14,64,-66,34
-10,70,-58,54
-4,76,-76,30
4,84,-66,68
18,88,-74,54
4,96,-82,18
-18,74,-74,42
8,66,-62,28
4,84,-66,64
4,76,-80,24
0,102,-68,24
-6,66,-80,52
0,82,-74,30
-2,90,-90,46
28,58,-66,72
-8,62,-70,30
-18,80,-68,58
10,72,-88,36
6,100,-68,60
-4,102,-74,58
12,92,-72,22
0,80,-68,42
-8,106,-52,22
-6,84,-64,50
4,80,-68,38
6,96,-58,58
0,100,-46,48
4,104,-68,46
-12,74,-56,48
8,122,-56,42
16,86,-74,36
2,98,-90,44
12,94,-70,38
0,78,-62,50
30,84,-80,42
-18,100,-62,32
0,94,-56,58
-2,74,-54,76
-8,96,-68,38
2,78,-48,54
8,90,-70,56
-2,106,-50,66
4,88,-42,46
24,80,-50,66
-10,78,-44,60
4,70,-62,48
18,72,-80,56
-28,72,-62,40
8,80,-68,86
10,72,-52,76
-14,88,-64,34
8,74,-56,42
22,82,-64,46
18,114,-56,46
16,98,-48,40
2,102,-56,52
-2,90,-46,56
14,72,-52,44
16,90,-58,66
18,96,-68,46
30,78,-58,50
-18,92,-68,60
24,102,-66,48
4,78,-78,40
6,96,-60,66
-14,88,-64,46
6,96,-62,66
20,82,-56,60
12,68,-56,58
2,80,-64,92
10,94,-64,66
16,78,-70,84
8,92,-58,80
8,96,-68,44
2,84,-82,76
-16,68,-34,64
18,78,-50,74
20,84,-58,66
2,86,-74,44
4,84,-60,76
12,102,-60,66
4,86,-44,82
18,104,-56,72
14,92,-74,62
16,98,-58,68
16,96,-66,64
10,76,-88,52
-18,92,-62,82
6,80,-80,82
18,70,-38,78
22,96,-72,70
12,92,-70,44
8,90,-48,52
0,68,-46,72
20,90,-84,88
2,108,-68,86
2,92,-72,82
2,86,-64,76
0,72,-78,58
-4,108,-92,46
4,78,-66,60
10,66,-82,62
6,70,-50,54
-26,74,-104,64
-6,64,-70,68
0,82,-82,92
-4,94,-76,78
14,100,-64,72
8,102,-76,90
6,96,-82,70
4,98,-66,76
-16,94,-72,64
-16,94,-78,60
-12,90,-88,72
-6,78,-80,72
-12,82,-62,64
12,72,-60,36
12,62,-74,68
2,72,-64,74
6,86,-64,80
2,78,-78,74
18,78,-52,62
6,68,-46,82
-12,78,-96,80
-10,88,-78,46
-12,90,-62,74
-12,72,-82,80
-36,74,-68,88
-12,80,-60,48
-8,72,-88,58
14,70,-66,74
18,74,-70,74
12,80,-76,78
10,70,-70,80
18,92,-76,80
-4,62,-84,50
-20,62,-98,70
-30,84,-102,94
-6,74,-98,94
-6,82,-84,94
-14,74,-68,62
-10,66,-86,78
2,62,-86,70
0,92,-56,62
-18,74,-66,78
4,82,-78,62
16,80,-70,94
8,80,-42,90
18,70,-80,78
0,100,-74,88
-4,90,-72,90
-8,70,-62,66
6,84,-54,86
-16,64,-60,102
-4,82,-72,102
6,88,-70,94
4,82,-70,96
0,74,-70,88
-8,68,-76,64
26,94,-66,90
-2,94,-70,76
6,88,-54,80
16,68,-58,88
-26,96,-70,80
-2,92,-88,76
-4,88,-66,90
-10,94,-82,90
-14,86,-74,74
-24,68,-82,90
-18,92,-72,96
-8,82,-64,90
-14,88,-78,68
2,68,-66,92
12,90,-60,86
-6,74,-62,86
0,78,-58,94
0,80,-46,84
-6,66,-66,88
-6,110,-66,96
-2,74,-76,70
0,86,-64,98
22,74,-64,52
-4,102,-88,72
12,86,-60,92
12,72,-72,72
-8,92,-80,74
-22,76,-86,106
14,80,-50,86
-26,68,-78,84
0,90,-76,88
-2,104,-80,94
6,74,-58,68
20,84,-52,90
4,88,-54,62
0,90,-70,106
20,98,-70,102
-8,66,-80,90
0,82,-78,74
-26,96,-56,74
10,66,-82,82
-18,84,-42,102
6,82,-90,88
-4,76,-72,84
18,84,-46,94
-2,74,-66,94
-8,106,-60,104
16,94,-78,86
4,92,-80,92
-14,88,-94,80
2,86,-78,98
-4,80,-60,92
6,74,-60,92
16,80,-66,74
-2,80,-58,74
0,88,-62,82
-4,66,-84,98
-4,84,-80,86
20,74,-64,84
-2,92,-62,122
0,100,-74,98
8,98,-66,92
8,70,-74,80
-10,94,-62,90
14,76,-66,82
-4,82,-60,86
-6,90,-80,100
14,86,-40,90
4,84,-78,86
8,72,-70,94
-2,88,-60,102
-28,104,-52,80
4,92,-52,88
6,96,-76,98
20,86,-68,94
-10,86,-52,98
4,102,-84,88
-12,112,-72,88
8,74,-78,88
-10,90,-70,112
18,84,-70,96
2,76,-76,98
-6,100,-62,74
-12,96,-64,106
-2,102,-72,90
2,106,-54,96
20,98,-72,118
2,100,-76,88
-16,86,-78,106
-16,88,-70,70
-2,60,-62,98
-20,58,-62,102
-12,90,-54,104
0,74,-76,92
4,90,-54,72
2,90,-68,104
-6,82,-60,80
-12,92,-60,98
-24,86,-68,84
20,74,-64,124
-20,94,-62,92
-10,90,-64,110
-12,78,-66,80
6,84,-68,90
-6,92,-74,84
12,70,-74,90
-30,78,-78,114
-10,84,-66,112
-12,88,-70,104
-10,86,-58,92
4,92,-84,110
-12,82,-76,108
0,86,-84,100
-12,96,-64,98
-6,90,-72,102
-6,90,-60,114
-26,100,-62,80
2,94,-72,88
12,94,-72,96
-18,74,-70,94
-10,60,-58,126
-8,80,-72,106
-10,72,-58,102
0,90,-66,96
-4,98,-60,86
4,98,-66,90
-26,102,-66,94
6,94,-76,96
10,90,-62,98
-24,94,-74,94
-12,104,-68,94
-6,114,-60,112
8,72,-72,102
0,82,-68,90
-4,86,-60,92
-14,112,-62,96
2,88,-56,104
-12,84,-70,102
-28,68,-58,88
12,108,-78,120
-18,86,-68,88
4,80,-48,110
-16,92,-80,114
10,90,-50,92
-2,60,-62,108
-24,74,-68,96
10,82,-72,110
0,98,-72,112
-18,76,-54,90
-4,76,-62,102
10,72,-72,88
8,90,-80,90
-6,108,-58,86
28,70,-84,116
18,102,-60,90
0,80,-64,116
4,86,-50,98
6,84,-56,92
-8,92,-52,118
-16,92,-64,104
-2,100,-74,96
8,92,-68,72
-8,86,-82,66
