mic1,mic2,mic3,mic4
-12,106,-70,54
-2,72,-42,28
-16,96,-54,38
-24,120,-64,18
-62,76,-48,46
-54,74,-48,42
-38,72,-66,60
-66,68,-66,70
-66,56,-48,78
-46,64,-110,92
-58,48,-102,104
-44,64,-118,94
-2,54,-124,90
8,46,-140,90
16,70,-134,100
50,90,-116,118
48,62,-132,118
54,92,-100,138
62,56,-64,158
90,98,-58,184
92,66,-76,144
74,120,-34,136
86,106,-44,144
82,130,-12,124
74,104,-14,106
58,132,0,96
48,164,24,64
10,154,8,60
4,176,-14,50
-28,152,4,44
-26,122,-8,26
-22,154,-6,24
-92,116,-36,6
-108,76,-48,2
-108,86,-52,-4
-128,68,-74,8
-138,52,-90,34
-156,48,-112,50
-106,36,-140,56
-100,26,-122,82
-78,0,-150,74
-52,14,-152,80
-42,32,-134,80
-26,56,-126,94
26,50,-106,106
42,76,-114,94
56,94,-80,130
70,88,-78,146
60,104,-84,170
80,110,-70,122
50,96,-100,140
74,128,-60,128
70,134,-52,118
56,120,-50,122
32,102,-48,120
10,106,-48,102
6,132,-48,88
10,110,-38,80
-32,108,-54,44
-18,118,-34,42
-24,82,-76,40
-16,100,-42,36
-36,102,-52,18
-32,114,-54,24
-30,92,-44,44
-24,86,-48,22
-4,76,-58,52
24,104,-38,68
14,68,-54,94
8,88,-20,84
16,104,-24,118
20,84,-34,102
30,98,-32,88
16,102,-20,116
14,102,-40,96
-10,106,-38,102
0,104,-64,104
-16,86,-82,114
-14,102,-100,110
-20,72,-106,82
-14,94,-96,66
-12,60,-98,68
-16,64,-106,88
-34,88,-82,58
-6,76,-78,72
4,90,-84,80
-16,94,-62,84
6,60,-80,54
18,94,-52,86
26,108,-38,68
10,116,-60,80
10,154,-34,74
18,144,-30,50
4,128,-36,60
14,130,-32,62
-28,162,-28,38
10,138,-6,42
-18,130,-30,26
-20,136,-36,16
-46,98,-32,16
-52,68,-38,14
-2,92,-64,28
-58,48,-86,54
-56,74,-84,50
-32,42,-94,64
-24,20,-104,80
-2,28,-106,74
-8,22,-112,104
-16,26,-102,84
8,44,-118,84
26,32,-100,90
36,64,-96,100
58,50,-58,146
54,80,-66,106
44,84,-64,148
68,80,-70,144
82,102,-52,126
64,136,-36,114
54,138,-52,132
52,136,-40,142
52,132,-34,120
34,150,-52,130
28,140,-48,88
18,130,-68,80
-24,146,-62,64
-24,126,-52,18
-34,112,-72,26
-14,112,-66,24
-60,102,-74,-16
-58,86,-66,12
-64,100,-72,6
-54,106,-64,14
-64,66,-72,28
-74,90,-82,8
-60,74,-84,42
-52,86,-68,18
-36,90,-58,60
-12,54,-60,90
-18,62,-56,60
34,70,-50,90
16,80,-34,102
42,62,-48,100
40,94,-54,100
56,96,-56,94
42,76,-44,70
60,118,-40,84
46,90,-60,102
56,102,-56,100
46,100,-76,108
54,98,-82,98
28,120,-88,94
48,112,-72,76
-2,120,-56,110
4,104,-90,68
-28,112,-80,88
-16,108,-54,74
-26,114,-76,88
-10,126,-56,80
-10,122,-30,92
-28,138,-48,78
-28,108,-54,60
-18,104,-52,44
-26,118,-42,42
-24,86,-46,32
-32,108,-54,24
-22,102,-52,48
8,80,-44,36
0,90,-76,22
0,68,-68,34
26,100,-84,48
10,78,-58,36
6,90,-94,16
20,72,-94,38
34,60,-74,28
32,88,-78,-14
-24,62,-68,-8
8,94,-72,-32
26,70,-46,12
24,84,-68,-16
-42,116,-78,186
-52,102,-48,8
-26,86,-54,12
-74,34,-60,26
-30,68,-94,-20
-48,78,-98,-44
-28,46,-82,-16
-78,48,-112,24
-96,82,-148,6
-84,86,-114,-10
-56,76,-126,-62
-72,72,-88,-112
-22,36,-102,-52
-16,88,-138,-44
-26,68,-162,18
-60,78,-154,24
-66,40,-138,94
-56,24,-130,74
-56,24,-118,30
-48,0,-128,86
18,12,-74,66
68,32,-102,72
68,14,-96,58
78,68,-64,88
66,118,-82,116
60,118,-60,132
96,80,-6,132
62,82,16,94
86,122,-34,138
90,90,8,104
84,92,-30,108
86,112,-20,112
78,112,-66,92
42,158,-50,106
48,140,-32,130
44,142,-28,144
4,148,-18,126
16,146,-12,134
18,154,0,136
62,166,-8,110
58,132,4,130
16,154,-4,110
-14,162,0,92
-18,170,-40,132
-18,158,-30,108
-12,156,-44,92
-26,198,-34,96
2,162,-20,66
12,178,-8,98
-36,146,-12,102
-34,112,-10,98
-40,114,-10,74
-24,126,-22,90
-16,114,-48,94
4,138,-24,102
16,124,-46,108
32,118,-40,96
28,112,-50,92
24,144,-52,82
38,108,-40,90
20,96,-68,58
22,116,-44,78
22,98,-44,86
10,102,-58,58
4,98,-68,64
-16,92,-32,98
14,106,-38,62
14,100,-52,102
2,96,-36,92
2,100,-64,88
-6,92,-72,30
-6,70,-68,62
20,74,-70,58
2,80,-62,48
8,74,-94,54
22,68,-76,50
24,70,-64,62
-4,38,-72,36
4,92,-88,54
-10,66,-88,48
-26,72,-70,56
-8,88,-84,50
4,92,-98,50
-26,88,-48,52
-4,84,-72,68
-34,82,-60,60
-6,144,-78,66
-20,104,-62,74
-12,122,-42,62
-30,84,-54,80
-34,106,-66,92
-44,86,-62,82
-26,86,-52,64
-30,114,-74,72
0,132,-54,60
-20,136,-46,82
-26,134,-76,66
-2,132,-70,52
-8,104,-70,64
-20,112,-60,76
10,136,-20,88
2,124,-52,84
-4,134,-52,54
6,142,-22,78
6,118,-32,80
4,150,-38,62
-14,128,-42,74
-28,120,-56,90
-10,150,-18,78
-24,136,-30,102
-30,154,-30,90
-4,118,-20,118
0,104,-22,138
18,106,-34,126
14,110,-30,132
28,100,-34,116
42,78,-34,112
70,104,-48,142
66,116,-74,138
94,106,-54,130
96,104,-80,154
94,106,-48,146
118,120,-52,160
96,104,-52,164
100,116,-30,180
100,124,-10,160
88,100,-10,174
72,126,-4,146
60,144,2,126
52,132,2,98
24,158,4,90
16,152,-18,56
-6,144,-30,34
-46,142,-50,26
-54,144,-26,28
-78,152,-56,-4
-84,120,-44,4
-78,102,-84,-34
-88,94,-82,-54
-90,62,-82,-32
-96,46,-110,-42
-110,46,-118,14
-96,52,-110,0
-110,70,-130,-6
-106,70,-122,0
-112,28,-136,32
-90,66,-126,26
-74,56,-112,86
-68,44,-104,68
-56,60,-118,66
-32,62,-128,80
-12,82,-106,74
-26,88,-110,100
26,78,-124,68
34,84,-114,96
14,70,-86,72
24,74,-82,122
28,90,-106,108
30,90,-104,130
34,78,-72,114
50,98,-86,144
16,92,-80,110
28,88,-66,118
32,78,-76,134
46,114,-66,110
56,106,-42,104
48,134,-42,116
36,128,-32,70
34,104,-22,68
66,124,-20,84
20,116,-6,88
10,118,-20,78
26,108,2,96
4,120,6,68
4,104,4,92
12,90,-14,82
10,100,-42,54
-10,108,-64,52
-24,90,-54,54
-14,108,-64,36
-6,72,-60,68
-6,82,-72,48
-10,92,-58,42
-40,72,-78,46
-26,92,-100,46
-44,90,-82,34
-26,80,-92,54
-38,84,-44,42
-44,72,-80,84
-20,68,-80,64
-4,90,-78,76
-24,88,-64,98
14,124,-70,96
16,102,-74,100
30,108,-46,100
16,110,-52,82
36,130,-40,98
32,138,-60,98
42,134,-28,76
30,96,-32,72
70,84,-42,88
26,130,-60,62
22,92,-64,50
40,116,-68,56
-4,110,-72,58
-4,86,-76,52
-26,88,-74,36
-44,90,-66,38
-40,66,-66,40
-36,46,-102,14
-34,62,-66,8
-46,50,-74,24
-42,68,-54,30
-60,66,-74,28
-72,72,-78,8
-56,46,-88,16
-40,44,-84,50
-28,54,-102,36
-26,62,-108,42
-18,46,-98,54
-36,66,-110,42
-26,94,-108,58
-14,76,-110,54
-16,78,-100,84
-8,88,-122,88
-20,82,-96,88
-36,70,-98,80
-14,90,-102,96
-22,76,-86,122
-16,124,-110,106
-24,104,-84,88
-10,96,-70,104
-6,102,-72,108
0,118,-96,126
2,112,-66,96
28,130,-64,108
-2,116,-50,84
20,118,-64,84
10,122,-32,110
16,114,-22,104
36,100,-32,86
22,126,-20,90
38,104,-24,86
22,120,-30,88
32,116,-28,68
8,120,-18,58
30,98,-26,52
18,108,-26,58
38,82,-30,46
0,98,-32,14
20,106,-52,66
-8,100,-20,44
-24,92,-68,42
2,96,-42,78
-20,86,-64,50
0,106,-58,60
-12,98,-54,80
-30,80,-62,82
2,88,-68,66
-26,90,-58,88
-14,92,-52,94
4,66,-62,70
12,78,-50,76
-4,90,-82,70
16,52,-94,82
8,86,-84,64
2,44,-102,54
-2,60,-74,88
-4,82,-90,84
2,82,-88,86
-2,82,-76,74
-4,62,-102,84
20,68,-120,92
4,60,-86,70
-12,96,-70,62
-12,70,-122,56
-24,74,-100,56
-10,56,-70,60
-16,78,-78,48
-28,80,-76,46
-20,80,-76,22
4,106,-52,18
-18,64,-98,26
-12,78,-68,52
-24,110,-80,42
-20,64,-60,40
-24,100,-66,46
-34,100,-70,64
-46,104,-78,38
-18,120,-100,54
6,114,-78,76
-24,108,-76,72
-38,70,-84,46
-26,94,-82,78
-22,78,-62,66
-22,90,-66,70
-22,98,-96,84
-34,100,-92,72
-26,114,-66,92
-18,104,-86,92
-12,96,-76,98
-16,90,-104,90
-20,114,-92,100
-4,104,-80,86
-24,104,-92,96
18,122,-64,98
2,114,-30,106
-16,116,-64,106
12,90,-70,108
22,110,-80,112
24,128,-52,118
52,114,-80,128
42,92,-32,106
56,116,-44,116
36,108,-38,102
74,106,-24,92
60,102,-28,90
50,102,-30,98
66,110,-12,100
50,128,-10,86
54,118,-10,92
40,94,-6,62
30,142,18,72
40,132,10,82
32,138,-20,56
6,150,8,84
10,132,-4,74
6,116,-4,60
-2,118,-20,60
6,122,-38,46
6,132,-42,34
-6,134,-48,50
-44,110,-44,28
-18,104,-52,12
-52,100,-80,28
-48,110,-68,40
-46,94,-68,30
-38,102,-86,28
-72,112,-78,40
-70,94,-76,36
-52,92,-98,30
-70,76,-90,80
-46,102,-94,70
-28,88,-100,46
-20,58,-126,38
-28,46,-94,66
-32,92,-116,76
-10,68,-86,76
-10,72,-96,70
-4,78,-80,56
12,50,-62,78
-12,70,-78,76
32,66,-82,40
6,74,-106,58
4,62,-56,68
22,86,-72,68
22,74,-76,40
6,80,-54,52
26,76,-82,64
-2,106,-78,68
18,92,-64,64
44,100,-56,72
26,86,-48,60
-6,88,-68,68
2,110,-46,50
4,100,-56,42
-8,90,-50,32
0,68,-100,28
12,102,-66,12
-20,86,-76,16
-24,72,-78,24
-38,68,-78,32
-52,58,-76,72
-60,92,-90,68
-36,80,-78,36
-56,86,-82,52
-44,96,-96,12
-38,66,-92,52
-24,70,-92,50
-12,80,-56,68
-2,88,-96,30
22,88,-88,60
-18,72,-102,70
-28,90,-80,98
2,78,-68,126
12,98,-62,62
2,116,-72,128
24,106,-64,86
32,130,-76,98
18,118,-48,54
30,106,-52,66
22,110,-38,92
30,106,-12,50
26,124,-34,102
14,130,-46,52
12,110,-34,58
6,148,-40,34
10,82,-42,46
-16,92,-66,56
20,116,-46,52
-28,90,-30,42
-10,86,-42,18
-16,94,-42,16
-8,90,-84,26
-4,96,-66,32
-32,104,-54,34
-12,84,-80,2
-38,84,-74,14
-40,76,-86,28
-40,88,-92,40
-40,96,-76,58
-8,76,-100,32
-18,76,-90,44
-38,70,-98,42
-16,80,-90,46
-20,76,-72,50
-18,80,-94,58
-6,76,-90,22
-16,100,-88,62
-28,108,-82,36
-24,114,-82,50
-12,92,-88,52
-6,88,-78,54
-18,90,-100,44
-34,74,-86,46
-16,102,-82,72
2,100,-78,62
-20,100,-86,52
-6,96,-64,40
-6,84,-90,52
-2,114,-72,52
0,110,-58,32
2,118,-74,64
-16,96,-76,58
8,128,-40,50
-16,132,-52,38
-16,106,-42,42
-4,114,-50,30
-16,118,-50,56
-8,94,-32,42
8,112,-48,32
-4,110,-38,20
-6,104,-80,42
-24,108,-80,40
-8,70,-68,48
-44,96,-42,58
-32,120,-60,38
-28,70,-56,54
-34,94,-68,36
-38,80,-78,34
-22,82,-98,10
-22,74,-86,42
-20,66,-100,52
-36,70,-88,74
-26,66,-104,72
-12,72,-82,82
-36,82,-86,42
-32,90,-96,64
-26,88,-84,84
-22,100,-74,54
-10,108,-92,94
-16,80,-90,74
-18,90,-88,86
6,96,-70,80
-4,94,-88,96
-18,86,-76,80
6,116,-100,74
-4,86,-64,88
-22,106,-52,88
10,96,-72,84
16,92,-58,86
-2,112,-70,78
-12,94,-76,110
20,106,-40,98
16,122,-52,98
-4,124,-68,62
16,110,-86,70
-4,114,-58,94
6,90,-66,84
-12,100,-60,110
0,104,-48,96
-4,114,-82,74
-22,90,-68,84
-8,106,-60,86
0,100,-68,84
-16,114,-76,80
2,104,-52,74
-2,126,-80,84
-34,118,-68,82
-34,108,-72,86
-8,112,-84,68
-22,88,-92,70
-30,110,-94,68
-32,102,-76,86
0,82,-84,70
-10,72,-86,86
-10,112,-86,76
-34,86,-86,74
-20,80,-90,48
-14,80,-88,66
0,92,-70,58
20,96,-64,64
0,84,-72,54
8,86,-76,54
6,68,-72,56
-10,96,-52,70
0,106,-74,46
-16,98,-58,74
28,86,-56,60
14,94,-52,50
14,108,-42,30
8,92,-46,62
0,98,-18,76
6,94,-62,82
-14,104,-34,68
18,108,-42,102
26,108,-32,76
2,104,-48,96
42,112,-42,68
16,108,-62,78
22,114,-58,74
6,116,-38,74
12,94,-50,58
26,122,-42,82
2,110,-42,84
6,104,-62,94
18,106,-52,66
-12,108,-38,68
-10,108,-72,80
28,96,-68,80
10,112,-70,68
6,106,-56,76
22,96,-66,80
-6,118,-64,76
-20,66,-84,66
-14,88,-54,50
2,110,-80,70
4,104,-66,66
2,112,-68,64
12,108,-64,64
-14,88,-72,40
12,106,-64,58
-12,100,-62,90
6,98,-88,48
22,110,-66,94
22,92,-62,74
-2,86,-62,68
14,104,-72,74
2,88,-66,66
-6,88,-60,68
34,94,-74,68
-10,108,-58,80
-8,90,-50,58
6,88,-38,78
24,94,-62,58
-8,86,-50,68
22,92,-76,68
-8,80,-74,82
20,96,-38,98
6,106,-48,94
12,126,-66,80
4,122,-52,112
6,102,-58,82
14,106,-68,72
12,88,-70,74
12,94,-66,84
16,104,-66,78
40,104,-52,96
16,92,-66,84
28,96,-60,64
10,98,-64,74
20,124,-46,70
40,96,-66,52
32,92,-66,60
-4,90,-82,64
12,86,-70,60
8,102,-66,60
14,80,-52,56
14,110,-70,38
12,90,-46,60
-2,86,-60,54
-20,90,-44,44
-4,70,-50,30
6,110,-60,60
16,88,-56,70
18,86,-56,56
18,100,-88,50
-8,112,-82,62
0,96,-80,64
-2,90,-64,46
14,100,-44,56
-8,102,-66,54
-20,88,-78,64
-20,76,-60,50
6,76,-64,54
-2,78,-84,52
0,112,-64,60
12,92,-58,52
-18,110,-72,28
-24,98,-80,38
-14,84,-82,34
-26,86,-82,44
10,102,-78,38
-16,94,-70,44
-12,90,-64,40
-28,78,-78,58
-30,84,-70,30
-12,94,-74,28
-34,84,-70,46
-4,82,-76,26
-4,100,-76,36
-16,70,-82,32
-4,116,-72,38
-2,104,-50,54
-4,84,-42,44
24,118,-56,56
32,114,-28,62
-12,124,-44,72
4,94,-36,88
22,106,-30,68
30,100,-64,84
28,100,-50,78
28,106,-42,80
32,110,-62,92
26,112,-50,88
42,118,-66,70
22,92,-72,70
12,98,-76,82
8,90,-76,80
24,98,-64,86
30,72,-52,74
34,74,-68,82
8,100,-54,56
14,100,-60,50
40,122,-42,80
28,94,-66,56
-10,114,-44,72
20,90,-70,56
20,100,-78,56
26,104,-68,76
10,106,-80,50
6,106,-74,72
16,106,-48,62
-4,94,-76,82
8,112,-58,44
2,104,-56,36
6,108,-50,44
6,116,-82,40
12,116,-66,64
0,106,-68,46
10,126,-82,48
-14,110,-60,64
-4,98,-68,26
-16,120,-78,26
-6,88,-58,56
-10,106,-44,58
-2,86,-62,42
-28,124,-42,48
6,90,-54,20
8,106,-72,58
-2,104,-58,54
18,118,-42,58
0,102,-48,56
6,106,-62,48
16,86,-82,58
8,104,-52,32
32,102,-84,50
18,80,-74,62
-10,78,-74,48
10,112,-70,60
2,84,-58,26
26,104,-80,44
-6,104,-54,40
8,88,-50,48
12,90,-54,36
36,106,-48,56
16,116,-68,44
28,98,-44,32
-8,94,-52,48
-4,112,-44,50
18,108,-58,60
16,96,-46,58
16,92,-62,54
8,102,-72,60
6,98,-52,46
30,114,-66,42
6,102,-54,54
28,120,-50,44
18,104,-52,54
6,130,-42,44
28,94,-40,80
20,122,-40,66
12,98,-72,64
14,108,-34,62
20,120,-32,58
8,110,-58,80
22,122,-36,56
42,112,-66,48
38,102,-28,70
42,118,-36,78
50,112,-16,84
42,104,-54,50
20,130,-38,72
30,112,-30,48
28,132,-30,48
8,140,-10,76
50,130,-36,68
46,92,-22,50
36,132,-36,52
54,122,-44,64
34,102,-38,44
40,110,-46,66
42,124,-26,46
12,114,-32,34
50,120,-34,48
46,134,-40,56
36,108,-36,38
34,154,-32,32
34,106,-38,38
22,126,-26,58
44,116,-26,44
16,118,-30,38
14,128,-54,48
8,116,-54,42
26,112,-48,38
30,106,-40,16
16,104,-54,26
30,114,-52,36
2,108,-46,50
32,108,-74,26
28,116,-66,16
34,92,-74,34
8,132,-94,22
38,112,-68,-6
2,106,-50,42
2,104,-58,20
4,76,-76,2
6,106,-72,16
-14,100,-68,32
-20,104,-64,30
-18,92,-66,24
-6,88,-60,-8
-8,78,-76,10
-4,92,-78,4
-4,116,-80,14
-16,106,-84,4
4,96,-92,38
4,110,-82,8
-14,104,-66,4
-8,118,-68,22
-6,102,-56,6
16,84,-68,0
0,76,-74,-4
8,90,-58,6
-12,110,-64,8
-4,86,-84,20
-14,80,-66,8
-38,98,-64,12
-16,132,-46,10
6,86,-68,20
2,80,-98,30
-6,110,-74,34
-4,102,-74,32
18,74,-62,34
-16,88,-98,40
22,70,-72,16
36,100,-64,44
28,80,-82,40
32,80,-84,52
54,80,-82,70
40,84,-32,46
50,124,-72,78
64,118,-72,76
68,120,-30,70
86,98,-64,60
92,102,-36,42
58,134,-36,48
40,114,-28,46
58,126,-24,58
38,142,-36,42
10,122,-10,14
30,134,-12,16
-4,120,-34,-4
-2,150,-4,-22
-28,122,-44,-34
-20,118,-26,-30
-54,126,-72,-34
-52,110,-50,-28
-58,98,-84,-56
-40,96,-72,-4
-68,90,-116,-40
-50,66,-122,-34
-48,58,-100,-12
-46,38,-94,-20
-34,50,-94,-10
-58,58,-102,-10
-42,44,-94,14
-20,50,-104,38
8,44,-110,22
-2,64,-108,52
-14,62,-112,60
16,50,-126,62
40,68,-108,70
16,66,-116,56
28,48,-100,64
38,68,-94,64
42,82,-102,58
52,80,-102,68
46,78,-84,60
52,98,-64,68
74,86,-64,74
54,94,-36,94
36,120,-48,68
70,98,-34,86
44,114,-64,44
26,118,-50,36
18,138,-46,32
36,124,-40,28
-6,132,-22,30
-12,126,-40,22
-18,132,-34,12
-30,148,-46,-8
-20,120,-26,16
-40,100,-54,4
-54,108,-56,-2
-38,126,-60,12
-48,90,-90,12
-32,88,-86,10
-26,80,-100,0
-32,58,-94,6
-56,58,-96,42
-38,70,-120,-2
-28,74,-108,12
-24,68,-108,56
-12,90,-100,38
-6,74,-104,8
16,70,-98,32
12,82,-94,68
-6,92,-78,70
22,88,-76,74
28,108,-62,82
16,88,-64,98
44,116,-60,96
48,130,-56,72
40,120,-64,68
22,120,-28,72
48,126,-40,82
50,118,-24,60
6,124,-48,68
32,110,-12,22
42,114,-22,48
38,120,-42,26
50,96,-28,42
38,106,-26,56
24,124,-32,30
22,126,-30,36
-8,104,-48,18
10,82,-50,22
-16,92,-32,-2
2,88,-62,2
-2,66,-60,36
0,92,-60,50
2,78,-70,36
6,54,-62,34
-22,64,-70,54
-18,38,-90,54
-26,60,-100,52
26,58,-86,74
22,84,-96,86
22,76,-114,70
18,90,-112,66
18,90,-100,56
18,88,-96,84
2,90,-90,100
30,114,-86,94
40,108,-88,92
32,114,-90,86
24,108,-70,78
34,134,-42,94
48,116,-68,92
28,118,-54,74
26,144,-36,84
8,156,-32,52
34,152,-54,64
20,144,-26,46
-6,154,-40,46
16,124,-26,16
-24,136,-26,8
-36,132,-34,12
-10,122,-48,-10
-24,142,-4,8
-12,124,-38,-16
-24,94,-60,2
-6,90,-46,-2
-42,120,-42,-14
-8,84,-40,-8
-40,76,-68,8
-6,62,-66,20
-8,60,-76,16
-16,66,-96,34
-14,62,-68,28
-10,64,-74,24
-8,62,-94,32
8,82,-104,52
18,74,-90,70
14,70,-94,56
32,80,-88,82
24,66,-98,52
18,84,-90,92
20,64,-68,56
36,82,-102,102
38,100,-110,72
18,88,-94,70
12,94,-92,78
24,56,-88,56
16,98,-80,48
24,82,-78,70
32,96,-66,58
16,92,-40,78
14,122,-44,56
22,108,-54,50
10,94,-64,48
10,104,-42,44
20,108,-30,60
0,106,-16,40
16,114,-34,36
18,122,-42,40
16,98,-62,20
-4,108,-46,34
-2,94,-48,32
22,104,-30,16
-8,96,-44,46
6,130,-56,14
-4,114,-46,38
-30,116,-56,40
-18,110,-58,46
-24,90,-80,66
4,100,-74,44
-30,100,-84,54
-36,118,-98,58
-14,98,-80,68
4,114,-86,42
-14,136,-74,76
-24,120,-92,88
-20,110,-92,74
-12,130,-68,78
6,100,-86,62
-16,106,-66,66
-6,118,-92,78
14,110,-34,78
8,108,-60,84
44,94,-68,80
22,114,-72,74
10,88,-66,48
38,98,-44,46
34,92,-74,54
28,94,-38,28
40,96,-44,56
34,88,-42,34
44,96,-44,52
42,94,-38,40
38,90,-48,36
56,84,-30,24
26,92,-44,26
48,56,-46,16
24,106,-32,42
26,92,-34,20
16,76,-62,46
28,84,-70,32
34,92,-58,50
20,72,-64,72
22,104,-66,38
-20,76,-50,28
-8,88,-76,52
-12,80,-80,42
2,84,-62,28
-20,110,-100,64
-8,112,-98,54
8,90,-80,50
10,102,-112,42
-16,70,-100,36
-24,116,-88,64
-24,84,-72,46
-8,100,-86,50
6,84,-104,46
-12,98,-78,50
-12,106,-88,58
0,106,-88,58
8,96,-80,46
6,118,-98,56
6,138,-78,54
16,106,-46,46
14,110,-60,48
12,108,-70,54
16,84,-62,28
20,76,-68,56
2,90,-34,32
24,100,-50,44
4,118,-52,36
14,100,-34,10
4,92,-64,18
20,92,-54,56
14,90,-54,46
14,106,-64,54
28,124,-42,32
24,90,-70,44
0,80,-50,30
32,76,-54,38
28,92,-66,28
24,72,-60,44
8,86,-50,38
-6,90,-76,32
20,80,-68,26
26,90,-96,44
2,106,-68,54
-16,94,-56,52
14,102,-76,66
12,98,-70,42
24,104,-70,58
6,80,-66,36
14,90,-100,4
-4,108,-70,30
-2,74,-84,4
14,86,-74,26
4,90,-72,-12
-12,58,-82,10
-6,102,-106,16
-2,62,-70,12
8,90,-78,10
-6,84,-74,12
-18,80,-66,18
-26,88,-70,4
10,70,-42,10
4,92,-80,0
14,72,-74,0
-10,70,-82,6
-4,86,-80,-4
-22,74,-86,18
2,78,-64,-4
-2,92,-86,10
0,102,-58,16
28,98,-64,2
-10,74,-48,14
-8,98,-56,0
-8,96,-88,22
-10,94,-74,22
-2,86,-96,32
-4,94,-92,8
-36,104,-86,28
-20,94,-74,32
-30,90,-82,6
-14,78,-102,18
24,90,-70,12
8,90,-64,22
-30,94,-84,18
-2,94,-96,26
-18,94,-80,28
0,78,-66,34
4,84,-62,38
4,80,-72,34
8,90,-92,4
4,94,-90,22
10,90,-78,26
14,88,-88,32
-4,96,-86,24
6,80,-62,42
24,94,-42,42
16,102,-42,22
14,108,-58,16
28,100,-52,6
36,106,-60,26
14,120,-34,26
30,114,-54,18
18,88,-68,24
40,116,-54,14
34,122,-32,14
32,104,-50,34
30,106,-38,20
16,94,-30,36
26,122,-64,32
30,108,-66,14
22,114,-62,38
22,110,-70,36
-2,104,-44,52
20,92,-42,32
32,124,-50,18
20,112,-50,42
10,96,-62,6
18,114,-74,48
4,88,-70,14
8,92,-58,24
22,92,-84,30
2,96,-86,42
6,114,-78,32
-22,80,-38,12
0,94,-42,32
0,68,-52,18
4,102,-68,14
-4,120,-60,26
18,90,-80,28
10,112,-76,20
-2,84,-52,26
4,100,-60,12
16,72,-90,14
22,90,-70,4
-4,98,-70,18
34,98,-66,2
20,68,-84,38
34,80,-74,8
14,98,-52,26
18,96,-90,16
32,104,-84,44
12,78,-62,34
14,102,-82,6
2,72,-68,12
28,118,-82,14
0,96,-66,4
8,94,-60,24
16,84,-72,-10
18,98,-66,24
22,94,-60,26
0,100,-62,14
8,90,-66,10
16,86,-34,20
14,78,-72,12
16,96,-88,34
20,80,-78,2
-14,116,-80,34
24,104,-58,14
14,104,-64,10
10,106,-88,20
28,96,-92,14
-10,72,-84,26
-14,78,-68,20
-8,90,-66,18
-16,90,-82,10
10,106,-76,18
22,72,-86,38
12,102,-76,32
20,86,-78,44
-8,102,-74,-8
32,98,-80,10
20,84,-88,12
16,84,-82,34
32,84,-80,28
24,104,-78,18
12,68,-72,12
-10,82,-102,28
16,86,-78,24
10,94,-82,8
2,98,-42,30
-6,94,-84,18
6,104,-42,16
14,98,-58,14
4,98,-60,34
14,100,-60,10
6,94,-58,4
8,74,-58,12
32,100,-72,24
18,84,-64,30
12,90,-60,16
38,86,-48,24
-4,72,-68,18
10,78,-54,26
2,64,-74,14
-4,86,-58,42
16,88,-52,20
36,94,-80,0
16,106,-96,38
12,82,-66,24
2,98,-42,42
34,84,-50,42
14,86,-74,38
22,102,-72,34
8,72,-70,24
26,94,-94,66
8,66,-86,34
4,92,-84,22
10,70,-72,40
-14,84,-88,38
18,114,-78,32
-2,84,-62,8
-8,84,-84,38
6,96,-72,18
10,74,-70,20
12,82,-50,32
10,88,-56,2
18,82,-70,16
-4,96,-70,44
8,94,-68,40
-4,86,-70,22
-6,92,-70,40
-16,98,-80,30
-2,110,-72,28
12,112,-66,10
8,102,-52,22
-10,102,-68,32
2,88,-66,30
-4,110,-68,36
4,108,-60,14
-10,78,-68,38
-4,80,-78,54
16,84,-80,34
32,86,-68,24
-2,98,-88,26
2,94,-60,24
-2,102,-70,28
6,82,-66,2
10,82,-74,28
-4,90,-78,0
2,82,-80,6
14,92,-72,30
18,86,-94,30
12,106,-78,20
20,84,-68,8
26,76,-80,48
20,82,-68,38
30,92,-52,26
0,94,-40,36
18,122,-40,20
12,104,-52,20
0,102,-56,12
26,122,-40,28
-4,122,-34,20
36,100,-34,32
30,104,-34,38
18,100,-36,36
32,96,-36,8
20,122,-48,50
16,118,-44,42
6,92,-56,54
32,120,-58,50
14,116,-40,34
12,90,-48,56
14,122,-44,56
16,106,-64,46
10,94,-72,48
4,104,-76,24
12,92,-66,52
22,88,-62,46
10,126,-62,32
4,92,-68,30
20,96,-64,42
12,102,-52,64
0,94,-84,32
20,104,-82,38
0,98,-72,50
4,110,-58,18
2,92,-70,30
30,100,-60,28
8,110,-64,22
10,86,-78,20
-4,90,-78,26
0,112,-72,8
-12,98,-48,16
8,98,-54,12
-2,88,-60,26
0,108,-64,20
8,114,-48,16
8,116,-50,22
8,118,-50,46
10,122,-60,20
22,106,-54,34
2,142,-60,52
36,120,-52,34
-10,108,-42,46
14,128,-60,14
34,118,-56,42
12,110,-52,58
22,122,-34,32
16,126,-36,36
30,88,-50,48
30,84,-36,70
20,96,-52,54
22,126,-60,48
34,126,-38,66
26,106,-76,52
16,110,-58,50
34,112,-70,44
24,102,-48,28
16,94,-52,36
36,110,-54,28
14,118,-64,6
12,126,-56,40
24,128,-48,28
32,104,-24,54
14,110,-34,18
14,126,-44,30
18,106,-50,38
10,108,-48,26
-4,92,-48,46
-4,114,-36,24
6,112,-48,48
-10,142,-50,20
12,104,-52,54
-16,112,-60,30
0,118,-50,4
12,120,-78,28
2,128,-58,44
-6,104,-40,18
16,110,-28,48
-10,114,-32,22
6,112,-56,58
